symbol,timeframe,direction,ai_score,ta_strength,signal_strength,whale_score,social_score,news_score,current_price,entry_price,timestamp,predicted_gain,predicted_duration,quality_score,quality_checks_passed,confidence,feature_dummy_ratio,feature_quality_warning,dynamic_strictness,strictness_level,dynamic_min_confidence,dynamic_min_ai_score,dynamic_min_ta_strength,strictness_recommendation,volume_score,momentum_score,pattern_score,pattern_score_vs_avg,whale_direction_score,order_book_imbalance,top_bid_walls,top_ask_walls,target_time_hours
CKB/USDT,1h,LONG,0.708,0.333,0.333,0.0,0.0,0.0,0.004271,0.004271,2025-07-14 20:32:00.717111,5.0,4-8 saat,0.47,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.00034372734692699266,0.0005912630360041886,"[{""price"": 0.004203, ""amount"": 18558637.0}, {""price"": 0.004246, ""amount"": 12270526.0}, {""price"": 0.00423, ""amount"": 1873923.0}]","[{""price"": 0.004358, ""amount"": 17898566.0}, {""price"": 0.004315, ""amount"": 12053591.0}, {""price"": 0.004296, ""amount"": 1876481.0}]",4
BTTC/USDT,1h,LONG,0.708,0.567,0.567,1.0,0.0,0.0,7.1e-07,7.1e-07,2025-07-14 20:35:26.569474,5.0,4-8 saat,0.702,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.667,0.0,1.0,-0.03794966308206743,0.12141155591387745,"[{""price"": 6.8e-07, ""amount"": 388186638090.0}, {""price"": 6.9e-07, ""amount"": 369238142456.0}, {""price"": 7e-07, ""amount"": 231236263711.0}]","[{""price"": 7.1e-07, ""amount"": 287130751556.0}, {""price"": 7.2e-07, ""amount"": 184202828254.0}, {""price"": 7.3e-07, ""amount"": 129099729497.0}]",3
ACE/USDT,1h,LONG,0.708,0.567,0.567,1.0,0.0,0.0,0.561,0.561,2025-07-14 20:37:45.911811,5.0,4-8 saat,0.702,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.267,0.0,1.0,0.08238366022167679,-0.2063769381956714,"[{""price"": 0.557, ""amount"": 24900.7}, {""price"": 0.558, ""amount"": 21005.6}, {""price"": 0.556, ""amount"": 20216.9}]","[{""price"": 0.562, ""amount"": 18801.8}, {""price"": 0.585, ""amount"": 18289.0}, {""price"": 0.59, ""amount"": 16879.7}]",4
1000CHEEMS/USDT,1h,LONG,0.708,0.333,0.333,0.2,0.0,0.0,0.001362,0.001362,2025-07-14 20:40:06.807991,5.0,4-8 saat,0.5,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,-0.999999999884515,-0.23704762454975195,"[{""price"": 0.001319, ""amount"": 5246003.0}, {""price"": 0.001342, ""amount"": 3334106.0}, {""price"": 0.001356, ""amount"": 3133992.0}]","[{""price"": 0.001405, ""amount"": 6163087.0}, {""price"": 0.001365, ""amount"": 5070518.0}, {""price"": 0.001369, ""amount"": 4484334.0}]",4
ALCX/USDT,1h,LONG,0.705,0.467,0.467,1.0,0.0,0.0,8.69,8.69,2025-07-14 20:34:28.942203,5.0,4-8 saat,0.666,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,-0.48864458914626596,-0.3155905158540324,"[{""price"": 8.62, ""amount"": 1948.5427}, {""price"": 5.01, ""amount"": 600.504}, {""price"": 8.65, ""amount"": 509.0902}]","[{""price"": 9.5, ""amount"": 2124.8776}, {""price"": 9.02, ""amount"": 1933.4865}, {""price"": 8.89, ""amount"": 990.8457}]",4
BANANA/USDT,1h,LONG,0.705,0.7,0.7,0.0,0.0,0.0,23.14,23.14,2025-07-14 20:38:43.386208,5.0,4-8 saat,0.598,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.4,0.633,0.0,1.0,0.0,0.017921219461525924,"[{""price"": 22.66, ""amount"": 2177.469}, {""price"": 22.71, ""amount"": 759.09}, {""price"": 22.9, ""amount"": 378.277}]","[{""price"": 23.68, ""amount"": 2219.014}, {""price"": 23.7, ""amount"": 1642.026}, {""price"": 23.47, ""amount"": 716.926}]",3
ATOM/USDT,1h,LONG,0.704,0.567,0.567,0.0,0.0,0.0,4.601,4.601,2025-07-14 20:28:37.945176,5.0,4-8 saat,0.55,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.267,0.0,1.0,0.0,0.36405023299128986,"[{""price"": 4.592, ""amount"": 6020.06}, {""price"": 4.593, ""amount"": 5545.83}, {""price"": 4.591, ""amount"": 5101.66}]","[{""price"": 4.608, ""amount"": 2836.45}, {""price"": 4.609, ""amount"": 2569.3}, {""price"": 4.606, ""amount"": 2467.67}]",4
CAKE/USDT,1h,LONG,0.704,0.467,0.467,0.0,0.0,0.0,2.402,2.402,2025-07-14 20:32:17.978237,5.0,4-8 saat,0.515,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,0.18499321622163772,"[{""price"": 2.34, ""amount"": 10186.7}, {""price"": 2.37, ""amount"": 7616.41}, {""price"": 2.393, ""amount"": 6457.2}]","[{""price"": 2.5, ""amount"": 14815.8}, {""price"": 2.409, ""amount"": 7075.88}, {""price"": 2.41, ""amount"": 6712.13}]",4
AUCTION/USDT,1h,LONG,0.704,0.467,0.467,0.0,0.0,0.0,11.65,11.65,2025-07-14 20:33:53.207204,5.0,4-8 saat,0.515,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.4,0.0,1.0,0.0,0.03582436987450475,"[{""price"": 11.58, ""amount"": 1898.61}, {""price"": 11.57, ""amount"": 1731.54}, {""price"": 11.6, ""amount"": 1647.76}]","[{""price"": 11.82, ""amount"": 2803.0}, {""price"": 11.7, ""amount"": 1596.93}, {""price"": 11.75, ""amount"": 1473.95}]",4
APE/USDT,1h,LONG,0.704,0.567,0.567,1.0,0.0,0.0,0.6486,0.6486,2025-07-14 20:36:07.727289,5.0,4-8 saat,0.7,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.267,0.0,1.0,-0.10601492045544686,-0.05028272003322375,"[{""price"": 0.6358, ""amount"": 378373.26}, {""price"": 0.6454, ""amount"": 66359.31}, {""price"": 0.6389, ""amount"": 43984.36}]","[{""price"": 0.6614, ""amount"": 370662.88}, {""price"": 0.6549, ""amount"": 149114.3}, {""price"": 0.6515, ""amount"": 65338.13}]",4
CRV/USDT,1h,LONG,0.703,0.567,0.567,0.0,0.0,0.0,0.7044,0.7044,2025-07-14 20:30:03.364346,5.0,4-8 saat,0.55,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.6,0.633,0.0,1.0,0.0,0.49944690546552667,"[{""price"": 0.6978, ""amount"": 66090.8}, {""price"": 0.698, ""amount"": 56287.3}, {""price"": 0.6969, ""amount"": 54547.4}]","[{""price"": 0.7073, ""amount"": 16417.6}, {""price"": 0.7063, ""amount"": 10167.6}, {""price"": 0.7093, ""amount"": 9355.8}]",3
CVX/USDT,1h,LONG,0.703,0.7,0.7,0.2,0.0,0.0,3.975,3.975,2025-07-14 20:34:47.224327,5.0,4-8 saat,0.627,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.8,0.467,0.0,1.0,0.9999999999770115,0.23845423436997049,"[{""price"": 3.932, ""amount"": 11063.09}, {""price"": 3.849, ""amount"": 1020.653}, {""price"": 3.903, ""amount"": 692.404}]","[{""price"": 4.018, ""amount"": 3073.741}, {""price"": 4.167, ""amount"": 1392.51}, {""price"": 4.014, ""amount"": 1033.809}]",3
AEUR/USDT,1h,LONG,0.703,0.333,0.333,1.0,0.0,0.0,1.1562,1.1562,2025-07-14 20:37:10.194299,5.0,4-8 saat,0.618,True,0.375,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,0.49311619900504267,0.5579180265723148,"[{""price"": 1.05, ""amount"": 46063.3}, {""price"": 1.0499, ""amount"": 7148.6}, {""price"": 1.104, ""amount"": 3623.4}]","[{""price"": 1.36, ""amount"": 4519.2}, {""price"": 1.33, ""amount"": 3181.2}, {""price"": 1.29, ""amount"": 3164.0}]",3
ALGO/USDT,1h,LONG,0.712,0.6,0.6,0.0,0.0,0.0,0.2831,0.2831,2025-07-14 20:43:37.546905,5.0,4-8 saat,0.566,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,0.16192659146473515,"[{""price"": 0.275, ""amount"": 200726.0}, {""price"": 0.2755, ""amount"": 92040.0}, {""price"": 0.279, ""amount"": 90989.0}]","[{""price"": 0.285, ""amount"": 133225.0}, {""price"": 0.2859, ""amount"": 70682.0}, {""price"": 0.2854, ""amount"": 65283.0}]",4
CVX/USDT,1h,LONG,0.703,0.7,0.7,0.2,0.0,0.0,4.011,4.011,2025-07-14 20:48:38.590776,5.0,4-8 saat,0.627,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",1.0,0.467,0.0,1.0,-0.9999999999953638,-0.5096775745680016,"[{""price"": 3.961, ""amount"": 9864.115}, {""price"": 3.983, ""amount"": 1301.706}, {""price"": 3.96, ""amount"": 1262.626}]","[{""price"": 4.25, ""amount"": 50751.624}, {""price"": 4.051, ""amount"": 3109.656}, {""price"": 4.229, ""amount"": 1392.459}]",3
BERA/USDT,1h,LONG,0.703,0.7,0.7,0.0,0.0,0.0,2.143,2.143,2025-07-14 20:50:48.747471,5.0,4-8 saat,0.597,True,0.374,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",1.0,0.633,0.0,1.0,0.0,0.654419353109677,"[{""price"": 2.123, ""amount"": 44198.132}, {""price"": 2.122, ""amount"": 31057.692}, {""price"": 2.102, ""amount"": 28574.01}]","[{""price"": 2.182, ""amount"": 8622.297}, {""price"": 2.185, ""amount"": 8571.507}, {""price"": 2.18, ""amount"": 5781.969}]",3
BAND/USDT,1h,LONG,0.702,0.467,0.467,1.0,0.0,0.0,0.692,0.692,2025-07-14 20:44:02.048600,5.0,4-8 saat,0.665,True,0.37,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,-0.35965035914181914,-0.2770447196804503,"[{""price"": 0.58, ""amount"": 34500.2}, {""price"": 0.6, ""amount"": 33753.3}, {""price"": 0.683, ""amount"": 27095.7}]","[{""price"": 0.713, ""amount"": 30802.6}, {""price"": 0.721, ""amount"": 25375.5}, {""price"": 0.723, ""amount"": 24424.8}]",4
AVAX/USDT,1h,LONG,0.702,0.467,0.467,0.0,0.0,0.0,21.42,21.42,2025-07-14 20:45:05.287985,5.0,4-8 saat,0.514,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,0.2126018068538055,"[{""price"": 21.26, ""amount"": 12150.09}, {""price"": 21.0, ""amount"": 10618.11}, {""price"": 21.34, ""amount"": 7746.69}]","[{""price"": 21.58, ""amount"": 12145.04}, {""price"": 21.5, ""amount"": 9612.72}, {""price"": 21.46, ""amount"": 7088.91}]",4
ATM/USDT,1h,LONG,0.702,0.467,0.467,1.0,0.0,0.0,1.066,1.066,2025-07-14 20:46:07.514689,5.0,4-8 saat,0.664,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,-0.4334818841139179,-0.30529501060671527,"[{""price"": 1.059, ""amount"": 7092.04}, {""price"": 1.06, ""amount"": 5604.89}, {""price"": 1.054, ""amount"": 5362.5}]","[{""price"": 1.125, ""amount"": 16555.88}, {""price"": 1.163, ""amount"": 10793.13}, {""price"": 1.151, ""amount"": 6227.14}]",4
ACM/USDT,1h,LONG,0.702,0.467,0.467,1.0,0.0,0.0,0.834,0.834,2025-07-14 20:46:45.698574,5.0,4-8 saat,0.664,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.4,0.0,1.0,-0.46461350939612656,-0.2962824988714619,"[{""price"": 0.69, ""amount"": 13999.0}, {""price"": 0.701, ""amount"": 10826.4}, {""price"": 0.75, ""amount"": 9782.6}]","[{""price"": 0.95, ""amount"": 22003.6}, {""price"": 0.858, ""amount"": 18991.8}, {""price"": 0.877, ""amount"": 18462.9}]",3
BAR/USDT,1h,LONG,0.702,0.6,0.6,1.0,0.0,0.0,1.133,1.133,2025-07-14 20:47:05.575020,5.0,4-8 saat,0.711,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.4,0.0,1.0,-0.34596703259655914,-0.2697836335228808,"[{""price"": 1.1, ""amount"": 11384.91}, {""price"": 1.123, ""amount"": 7816.22}, {""price"": 1.01, ""amount"": 5796.25}]","[{""price"": 1.2, ""amount"": 25429.83}, {""price"": 1.188, ""amount"": 8481.69}, {""price"": 1.236, ""amount"": 8179.71}]",4
AGLD/USDT,1h,LONG,0.702,0.567,0.567,0.2,0.0,0.0,0.787,0.787,2025-07-14 20:47:50.666109,5.0,4-8 saat,0.579,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,-0.9999999999568794,-0.23939084335274133,"[{""price"": 0.735, ""amount"": 13898.8}, {""price"": 0.785, ""amount"": 10431.4}, {""price"": 0.786, ""amount"": 10117.2}]","[{""price"": 0.817, ""amount"": 28385.3}, {""price"": 0.826, ""amount"": 13054.7}, {""price"": 0.825, ""amount"": 9445.4}]",4
CITY/USDT,1h,LONG,0.702,0.333,0.333,1.0,0.0,0.0,0.913,0.913,2025-07-14 20:48:14.072694,5.0,4-8 saat,0.618,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.4,0.0,1.0,-0.5137405257446465,-0.39336998968059256,"[{""price"": 0.907, ""amount"": 20540.29}, {""price"": 0.911, ""amount"": 10317.34}, {""price"": 0.903, ""amount"": 5406.59}]","[{""price"": 0.97, ""amount"": 24816.24}, {""price"": 0.995, ""amount"": 12552.44}, {""price"": 0.957, ""amount"": 10604.87}]",4
API3/USDT,1h,LONG,0.702,0.467,0.467,0.8,0.0,0.0,0.72,0.72,2025-07-14 20:48:58.890618,5.0,4-8 saat,0.634,True,0.374,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,-0.556307840854634,-0.19777424799433688,"[{""price"": 0.718, ""amount"": 22231.97}, {""price"": 0.64, ""amount"": 16758.28}, {""price"": 0.719, ""amount"": 15163.7}]","[{""price"": 0.78, ""amount"": 28174.78}, {""price"": 0.723, ""amount"": 23805.78}, {""price"": 0.722, ""amount"": 23272.61}]",4
ALPINE/USDT,1h,LONG,0.702,0.7,0.7,1.0,0.0,0.0,0.851,0.851,2025-07-14 20:49:18.469635,5.0,4-8 saat,0.746,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.6,0.367,0.0,1.0,-0.6912691187450559,-0.36557214332911325,"[{""price"": 0.842, ""amount"": 10250.77}, {""price"": 0.846, ""amount"": 7477.03}, {""price"": 0.84, ""amount"": 6461.05}]","[{""price"": 0.88, ""amount"": 20857.75}, {""price"": 0.854, ""amount"": 18330.38}, {""price"": 0.874, ""amount"": 16276.63}]",4
APT/USDT,1h,LONG,0.702,0.467,0.467,0.4,0.0,0.0,5.013,5.013,2025-07-14 20:49:39.689002,5.0,4-8 saat,0.574,True,0.374,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,-0.01911854840385693,0.1723544996354932,"[{""price"": 4.923, ""amount"": 46112.32}, {""price"": 4.973, ""amount"": 20097.59}, {""price"": 4.93, ""amount"": 12129.73}]","[{""price"": 5.11, ""amount"": 46156.63}, {""price"": 5.059, ""amount"": 19766.89}, {""price"": 5.046, ""amount"": 6613.56}]",4
CYBER/USDT,1h,LONG,0.702,0.467,0.467,0.6,0.0,0.0,1.559,1.559,2025-07-14 20:50:00.846620,5.0,4-8 saat,0.604,True,0.374,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,-0.4200625821400441,-0.08579577402444084,"[{""price"": 1.536, ""amount"": 10914.54}, {""price"": 1.4, ""amount"": 8583.33}, {""price"": 1.533, ""amount"": 5520.59}]","[{""price"": 1.738, ""amount"": 14026.02}, {""price"": 1.598, ""amount"": 10434.11}, {""price"": 1.58, ""amount"": 7025.57}]",4
ASR/USDT,1h,LONG,0.701,0.7,0.7,1.0,0.0,0.0,2.259,2.259,2025-07-14 20:46:25.369285,5.0,4-8 saat,0.745,True,0.371,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.267,0.0,1.0,-0.5321096355714229,-0.23256792484907027,"[{""price"": 2.228, ""amount"": 4678.1}, {""price"": 2.227, ""amount"": 3327.5}, {""price"": 2.02, ""amount"": 3000.0}]","[{""price"": 2.34, ""amount"": 7281.2}, {""price"": 2.393, ""amount"": 4242.9}, {""price"": 2.4, ""amount"": 4085.6}]",4
AR/USDT,1h,LONG,0.701,0.467,0.467,0.8,0.0,0.0,6.85,6.85,2025-07-14 20:47:27.780244,5.0,4-8 saat,0.634,True,0.375,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,0.04749800773862173,0.05865487810584275,"[{""price"": 6.0, ""amount"": 13366.02}, {""price"": 6.5, ""amount"": 12421.32}, {""price"": 5.88, ""amount"": 10626.86}]","[{""price"": 7.8, ""amount"": 26046.02}, {""price"": 6.88, ""amount"": 5078.21}, {""price"": 7.6, ""amount"": 3840.68}]",4
BNT/USDT,1h,LONG,0.7,0.333,0.333,1.0,0.0,0.0,0.6992,0.6992,2025-07-14 20:44:22.238385,5.0,4-8 saat,0.617,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,-0.9999999999804361,-0.5402858322681603,"[{""price"": 0.6975, ""amount"": 5670.6}, {""price"": 0.698, ""amount"": 4226.7}, {""price"": 0.6807, ""amount"": 3800.5}]","[{""price"": 0.7154, ""amount"": 14349.7}, {""price"": 0.7137, ""amount"": 12761.5}, {""price"": 0.7105, ""amount"": 11263.2}]",4
COMP/USDT,1h,LONG,0.7,0.6,0.6,0.0,0.0,0.0,49.47,49.47,2025-07-14 20:44:44.567963,5.0,4-8 saat,0.56,True,0.373,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,0.05400497090023317,"[{""price"": 49.1, ""amount"": 252.388}, {""price"": 49.12, ""amount"": 230.902}, {""price"": 49.39, ""amount"": 130.474}]","[{""price"": 50.48, ""amount"": 318.922}, {""price"": 49.87, ""amount"": 239.287}, {""price"": 49.47, ""amount"": 130.798}]",4
AXS/USDT,1h,LONG,0.7,0.567,0.567,0.0,0.0,0.0,2.475,2.475,2025-07-14 20:45:46.720613,5.0,4-8 saat,0.548,True,0.373,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.267,0.0,1.0,0.0,0.22183977704810365,"[{""price"": 2.474, ""amount"": 4456.21}, {""price"": 2.471, ""amount"": 3589.43}, {""price"": 2.45, ""amount"": 3266.82}]","[{""price"": 2.481, ""amount"": 3581.96}, {""price"": 2.483, ""amount"": 3167.91}, {""price"": 2.48, ""amount"": 3126.24}]",4
ADA/USDT,1h,LONG,0.699,0.467,0.467,0.0,0.0,0.0,0.7362,0.7362,2025-07-14 20:42:53.683703,5.0,4-8 saat,0.513,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,0.05313237232237947,"[{""price"": 0.735, ""amount"": 148928.7}, {""price"": 0.7319, ""amount"": 146504.2}, {""price"": 0.7333, ""amount"": 133233.7}]","[{""price"": 0.7415, ""amount"": 144485.0}, {""price"": 0.7381, ""amount"": 125476.3}, {""price"": 0.7379, ""amount"": 95450.1}]",4
BANANAS31/USDT,1h,LONG,0.709,0.333,0.333,0.0,0.0,0.0,0.008779,0.008779,2025-07-14 20:55:29.117617,5.0,4-8 saat,0.471,True,0.369,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.6,0.0,1.0,0.0,-0.13378130767727067,"[{""price"": 0.00875, ""amount"": 2454950.0}, {""price"": 0.008699, ""amount"": 525589.0}, {""price"": 0.008732, ""amount"": 493749.0}]","[{""price"": 0.008822, ""amount"": 2681535.0}, {""price"": 0.0088, ""amount"": 1076866.0}, {""price"": 0.008863, ""amount"": 751322.0}]",3
BCH/USDT,1h,LONG,0.692,0.467,0.467,0.0,0.0,0.0,505.2,505.2,2025-07-14 20:53:20.090533,5.0,4-8 saat,0.509,True,0.37,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.3,0.0,1.0,0.0,-0.0009310489827906273,"[{""price"": 499.6, ""amount"": 134.804}, {""price"": 498.1, ""amount"": 116.725}, {""price"": 499.4, ""amount"": 112.056}]","[{""price"": 511.3, ""amount"": 141.056}, {""price"": 512.9, ""amount"": 121.363}, {""price"": 510.5, ""amount"": 106.711}]",4
AAVE/USDT,1h,LONG,0.687,0.467,0.467,0.0,0.0,0.0,316.65,316.65,2025-07-14 20:53:58.310983,5.0,4-8 saat,0.507,True,0.372,0.0,False,0.5,DÜŞÜK SIKILIK,0.5,0.4,0.35,"Daha fazla sinyal - Düşük sıkılık, fırsat odaklı",0.2,0.367,0.0,1.0,0.0,-0.00029395708214942736,"[{""price"": 316.16, ""amount"": 64.249}, {""price"": 316.0, ""amount"": 63.451}, {""price"": 316.4, ""amount"": 55.592}]","[{""price"": 316.9, ""amount"": 56.446}, {""price"": 316.86, ""amount"": 51.153}, {""price"": 317.47, ""amount"": 46.431}]",4
